"id","journal","pubYear","n_authors","auth_cat"
16593,"British Journal of Social Work","2009",1,"1"
16594,"British Journal of Social Work","2009",1,"1"
16705,"British Journal of Social Work","2009",1,"1"
16706,"British Journal of Social Work","2009",5,"4+"
16707,"British Journal of Social Work","2009",3,"3"
16708,"British Journal of Social Work","2009",2,"2"
16709,"British Journal of Social Work","2009",1,"1"
16710,"British Journal of Social Work","2009",2,"2"
16711,"British Journal of Social Work","2009",1,"1"
16712,"British Journal of Social Work","2009",1,"1"
16941,"British Journal of Social Work","2009",1,"1"
16942,"British Journal of Social Work","2009",10,"4+"
16943,"British Journal of Social Work","2009",2,"2"
16944,"British Journal of Social Work","2009",1,"1"
16945,"British Journal of Social Work","2009",2,"2"
16946,"British Journal of Social Work","2009",1,"1"
16947,"British Journal of Social Work","2009",6,"4+"
16948,"British Journal of Social Work","2009",1,"1"
16949,"British Journal of Social Work","2009",1,"1"
16950,"British Journal of Social Work","2009",1,"1"
16951,"British Journal of Social Work","2009",1,"1"
47812,"British Journal of Social Work","2009",2,"2"
47960,"British Journal of Social Work","2009",10,"4+"
47976,"British Journal of Social Work","2009",1,"1"
47990,"British Journal of Social Work","2009",1,"1"
48027,"British Journal of Social Work","2009",2,"2"
48028,"British Journal of Social Work","2009",1,"1"
48059,"British Journal of Social Work","2009",1,"1"
48063,"British Journal of Social Work","2009",2,"2"
48064,"British Journal of Social Work","2009",8,"4+"
48088,"British Journal of Social Work","2009",1,"1"
48093,"British Journal of Social Work","2009",1,"1"
48098,"British Journal of Social Work","2009",5,"4+"
48285,"British Journal of Social Work","2009",2,"2"
48302,"British Journal of Social Work","2009",1,"1"
48325,"British Journal of Social Work","2009",1,"1"
14376,"British Journal of Social Work","2010",2,"2"
14377,"British Journal of Social Work","2010",2,"2"
14378,"British Journal of Social Work","2010",2,"2"
14379,"British Journal of Social Work","2010",2,"2"
14380,"British Journal of Social Work","2010",2,"2"
14381,"British Journal of Social Work","2010",3,"3"
14382,"British Journal of Social Work","2010",2,"2"
14383,"British Journal of Social Work","2010",2,"2"
14384,"British Journal of Social Work","2010",3,"3"
14385,"British Journal of Social Work","2010",2,"2"
14386,"British Journal of Social Work","2010",1,"1"
14387,"British Journal of Social Work","2010",3,"3"
14388,"British Journal of Social Work","2010",1,"1"
14389,"British Journal of Social Work","2010",2,"2"
14390,"British Journal of Social Work","2010",2,"2"
14391,"British Journal of Social Work","2010",1,"1"
14392,"British Journal of Social Work","2010",2,"2"
14393,"British Journal of Social Work","2010",1,"1"
14600,"British Journal of Social Work","2010",3,"3"
14601,"British Journal of Social Work","2010",2,"2"
14602,"British Journal of Social Work","2010",2,"2"
14603,"British Journal of Social Work","2010",1,"1"
14604,"British Journal of Social Work","2010",5,"4+"
14605,"British Journal of Social Work","2010",6,"4+"
14606,"British Journal of Social Work","2010",4,"4+"
14607,"British Journal of Social Work","2010",2,"2"
14608,"British Journal of Social Work","2010",2,"2"
14609,"British Journal of Social Work","2010",1,"1"
14610,"British Journal of Social Work","2010",2,"2"
14611,"British Journal of Social Work","2010",4,"4+"
14612,"British Journal of Social Work","2010",2,"2"
14613,"British Journal of Social Work","2010",1,"1"
14614,"British Journal of Social Work","2010",2,"2"
14621,"British Journal of Social Work","2010",4,"4+"
14622,"British Journal of Social Work","2010",1,"1"
14623,"British Journal of Social Work","2010",3,"3"
14668,"British Journal of Social Work","2010",2,"2"
14669,"British Journal of Social Work","2010",3,"3"
14670,"British Journal of Social Work","2010",1,"1"
14671,"British Journal of Social Work","2010",2,"2"
14672,"British Journal of Social Work","2010",2,"2"
14673,"British Journal of Social Work","2010",2,"2"
14674,"British Journal of Social Work","2010",1,"1"
14675,"British Journal of Social Work","2010",7,"4+"
14676,"British Journal of Social Work","2010",2,"2"
14677,"British Journal of Social Work","2010",6,"4+"
14678,"British Journal of Social Work","2010",4,"4+"
14679,"British Journal of Social Work","2010",1,"1"
14680,"British Journal of Social Work","2010",2,"2"
14681,"British Journal of Social Work","2010",2,"2"
14682,"British Journal of Social Work","2010",1,"1"
14683,"British Journal of Social Work","2010",1,"1"
14684,"British Journal of Social Work","2010",1,"1"
14685,"British Journal of Social Work","2010",2,"2"
14686,"British Journal of Social Work","2010",1,"1"
14687,"British Journal of Social Work","2010",1,"1"
14814,"British Journal of Social Work","2010",1,"1"
14815,"British Journal of Social Work","2010",1,"1"
14816,"British Journal of Social Work","2010",1,"1"
14817,"British Journal of Social Work","2010",1,"1"
14818,"British Journal of Social Work","2010",2,"2"
14819,"British Journal of Social Work","2010",2,"2"
14820,"British Journal of Social Work","2010",2,"2"
14821,"British Journal of Social Work","2010",1,"1"
14822,"British Journal of Social Work","2010",2,"2"
14823,"British Journal of Social Work","2010",1,"1"
14913,"British Journal of Social Work","2010",2,"2"
14914,"British Journal of Social Work","2010",4,"4+"
14915,"British Journal of Social Work","2010",2,"2"
14916,"British Journal of Social Work","2010",3,"3"
14917,"British Journal of Social Work","2010",1,"1"
14918,"British Journal of Social Work","2010",2,"2"
14919,"British Journal of Social Work","2010",6,"4+"
14920,"British Journal of Social Work","2010",2,"2"
14921,"British Journal of Social Work","2010",1,"1"
14922,"British Journal of Social Work","2010",2,"2"
14923,"British Journal of Social Work","2010",1,"1"
14924,"British Journal of Social Work","2010",2,"2"
14925,"British Journal of Social Work","2010",4,"4+"
15238,"British Journal of Social Work","2010",3,"3"
15239,"British Journal of Social Work","2010",1,"1"
15240,"British Journal of Social Work","2010",3,"3"
15241,"British Journal of Social Work","2010",2,"2"
15242,"British Journal of Social Work","2010",1,"1"
15243,"British Journal of Social Work","2010",3,"3"
15244,"British Journal of Social Work","2010",1,"1"
15245,"British Journal of Social Work","2010",1,"1"
15246,"British Journal of Social Work","2010",1,"1"
15247,"British Journal of Social Work","2010",1,"1"
15248,"British Journal of Social Work","2010",1,"1"
15249,"British Journal of Social Work","2010",1,"1"
15250,"British Journal of Social Work","2010",1,"1"
15251,"British Journal of Social Work","2010",3,"3"
15252,"British Journal of Social Work","2010",3,"3"
15420,"British Journal of Social Work","2010",2,"2"
15421,"British Journal of Social Work","2010",1,"1"
15422,"British Journal of Social Work","2010",5,"4+"
15423,"British Journal of Social Work","2010",5,"4+"
15424,"British Journal of Social Work","2010",10,"4+"
15425,"British Journal of Social Work","2010",1,"1"
15426,"British Journal of Social Work","2010",2,"2"
15427,"British Journal of Social Work","2010",2,"2"
15428,"British Journal of Social Work","2010",2,"2"
15429,"British Journal of Social Work","2010",1,"1"
15430,"British Journal of Social Work","2010",3,"3"
15431,"British Journal of Social Work","2010",1,"1"
15432,"British Journal of Social Work","2010",2,"2"
15433,"British Journal of Social Work","2010",1,"1"
15434,"British Journal of Social Work","2010",2,"2"
15435,"British Journal of Social Work","2010",1,"1"
15436,"British Journal of Social Work","2010",1,"1"
15437,"British Journal of Social Work","2010",8,"4+"
15641,"British Journal of Social Work","2010",1,"1"
15642,"British Journal of Social Work","2010",1,"1"
15643,"British Journal of Social Work","2010",6,"4+"
15644,"British Journal of Social Work","2010",1,"1"
15645,"British Journal of Social Work","2010",3,"3"
15646,"British Journal of Social Work","2010",3,"3"
15647,"British Journal of Social Work","2010",2,"2"
15648,"British Journal of Social Work","2010",3,"3"
15649,"British Journal of Social Work","2010",1,"1"
15650,"British Journal of Social Work","2010",1,"1"
15651,"British Journal of Social Work","2010",1,"1"
15652,"British Journal of Social Work","2010",1,"1"
15653,"British Journal of Social Work","2010",3,"3"
15654,"British Journal of Social Work","2010",2,"2"
15655,"British Journal of Social Work","2010",1,"1"
15656,"British Journal of Social Work","2010",1,"1"
15657,"British Journal of Social Work","2010",2,"2"
15658,"British Journal of Social Work","2010",1,"1"
46917,"British Journal of Social Work","2010",4,"4+"
13424,"British Journal of Social Work","2011",1,"1"
13425,"British Journal of Social Work","2011",2,"2"
13426,"British Journal of Social Work","2011",1,"1"
13427,"British Journal of Social Work","2011",1,"1"
13428,"British Journal of Social Work","2011",3,"3"
13429,"British Journal of Social Work","2011",1,"1"
13430,"British Journal of Social Work","2011",1,"1"
13431,"British Journal of Social Work","2011",1,"1"
13432,"British Journal of Social Work","2011",1,"1"
13433,"British Journal of Social Work","2011",2,"2"
13533,"British Journal of Social Work","2011",2,"2"
13534,"British Journal of Social Work","2011",2,"2"
13535,"British Journal of Social Work","2011",6,"4+"
13536,"British Journal of Social Work","2011",2,"2"
13537,"British Journal of Social Work","2011",2,"2"
13538,"British Journal of Social Work","2011",4,"4+"
13539,"British Journal of Social Work","2011",2,"2"
13540,"British Journal of Social Work","2011",1,"1"
13541,"British Journal of Social Work","2011",3,"3"
13698,"British Journal of Social Work","2011",2,"2"
13699,"British Journal of Social Work","2011",2,"2"
13700,"British Journal of Social Work","2011",1,"1"
13701,"British Journal of Social Work","2011",1,"1"
13702,"British Journal of Social Work","2011",1,"1"
13703,"British Journal of Social Work","2011",2,"2"
13704,"British Journal of Social Work","2011",1,"1"
13800,"British Journal of Social Work","2011",2,"2"
13801,"British Journal of Social Work","2011",1,"1"
13802,"British Journal of Social Work","2011",1,"1"
13803,"British Journal of Social Work","2011",1,"1"
13804,"British Journal of Social Work","2011",1,"1"
13805,"British Journal of Social Work","2011",3,"3"
13806,"British Journal of Social Work","2011",5,"4+"
13807,"British Journal of Social Work","2011",2,"2"
13962,"British Journal of Social Work","2011",1,"1"
13963,"British Journal of Social Work","2011",5,"4+"
13964,"British Journal of Social Work","2011",2,"2"
13965,"British Journal of Social Work","2011",3,"3"
13966,"British Journal of Social Work","2011",4,"4+"
13967,"British Journal of Social Work","2011",1,"1"
13968,"British Journal of Social Work","2011",2,"2"
13969,"British Journal of Social Work","2011",3,"3"
13970,"British Journal of Social Work","2011",2,"2"
13971,"British Journal of Social Work","2011",2,"2"
14036,"British Journal of Social Work","2011",1,"1"
14037,"British Journal of Social Work","2011",4,"4+"
14038,"British Journal of Social Work","2011",2,"2"
14039,"British Journal of Social Work","2011",4,"4+"
14040,"British Journal of Social Work","2011",1,"1"
14041,"British Journal of Social Work","2011",3,"3"
14042,"British Journal of Social Work","2011",1,"1"
14043,"British Journal of Social Work","2011",3,"3"
14044,"British Journal of Social Work","2011",1,"1"
14045,"British Journal of Social Work","2011",6,"4+"
14074,"British Journal of Social Work","2011",1,"1"
14075,"British Journal of Social Work","2011",2,"2"
14076,"British Journal of Social Work","2011",1,"1"
14077,"British Journal of Social Work","2011",4,"4+"
14078,"British Journal of Social Work","2011",3,"3"
14079,"British Journal of Social Work","2011",2,"2"
14080,"British Journal of Social Work","2011",2,"2"
14081,"British Journal of Social Work","2011",1,"1"
14082,"British Journal of Social Work","2011",5,"4+"
14083,"British Journal of Social Work","2011",1,"1"
14084,"British Journal of Social Work","2011",1,"1"
14317,"British Journal of Social Work","2011",3,"3"
14318,"British Journal of Social Work","2011",3,"3"
14319,"British Journal of Social Work","2011",2,"2"
14320,"British Journal of Social Work","2011",4,"4+"
14321,"British Journal of Social Work","2011",2,"2"
14322,"British Journal of Social Work","2011",7,"4+"
14323,"British Journal of Social Work","2011",2,"2"
14324,"British Journal of Social Work","2011",2,"2"
14325,"British Journal of Social Work","2011",1,"1"
14326,"British Journal of Social Work","2011",1,"1"
46028,"British Journal of Social Work","2011",2,"2"
46029,"British Journal of Social Work","2011",1,"1"
46031,"British Journal of Social Work","2011",2,"2"
46032,"British Journal of Social Work","2011",1,"1"
46069,"British Journal of Social Work","2011",4,"4+"
46074,"British Journal of Social Work","2011",5,"4+"
46297,"British Journal of Social Work","2011",1,"1"
46534,"British Journal of Social Work","2011",1,"1"
46536,"British Journal of Social Work","2011",2,"2"
11748,"British Journal of Social Work","2012",2,"2"
11749,"British Journal of Social Work","2012",3,"3"
11750,"British Journal of Social Work","2012",1,"1"
11751,"British Journal of Social Work","2012",11,"4+"
11752,"British Journal of Social Work","2012",1,"1"
11753,"British Journal of Social Work","2012",1,"1"
11754,"British Journal of Social Work","2012",2,"2"
11755,"British Journal of Social Work","2012",2,"2"
11756,"British Journal of Social Work","2012",10,"4+"
11757,"British Journal of Social Work","2012",1,"1"
12018,"British Journal of Social Work","2012",1,"1"
12019,"British Journal of Social Work","2012",1,"1"
12020,"British Journal of Social Work","2012",2,"2"
12021,"British Journal of Social Work","2012",1,"1"
12022,"British Journal of Social Work","2012",1,"1"
12023,"British Journal of Social Work","2012",1,"1"
12024,"British Journal of Social Work","2012",1,"1"
12025,"British Journal of Social Work","2012",2,"2"
12026,"British Journal of Social Work","2012",2,"2"
12136,"British Journal of Social Work","2012",1,"1"
12137,"British Journal of Social Work","2012",2,"2"
12138,"British Journal of Social Work","2012",1,"1"
12139,"British Journal of Social Work","2012",2,"2"
12140,"British Journal of Social Work","2012",2,"2"
12141,"British Journal of Social Work","2012",2,"2"
12142,"British Journal of Social Work","2012",3,"3"
12143,"British Journal of Social Work","2012",2,"2"
12144,"British Journal of Social Work","2012",4,"4+"
12559,"British Journal of Social Work","2012",2,"2"
12560,"British Journal of Social Work","2012",9,"4+"
12561,"British Journal of Social Work","2012",1,"1"
12562,"British Journal of Social Work","2012",1,"1"
12563,"British Journal of Social Work","2012",1,"1"
12564,"British Journal of Social Work","2012",3,"3"
12565,"British Journal of Social Work","2012",1,"1"
12566,"British Journal of Social Work","2012",2,"2"
12567,"British Journal of Social Work","2012",1,"1"
12568,"British Journal of Social Work","2012",2,"2"
12688,"British Journal of Social Work","2012",1,"1"
12689,"British Journal of Social Work","2012",3,"3"
12690,"British Journal of Social Work","2012",3,"3"
12691,"British Journal of Social Work","2012",3,"3"
12692,"British Journal of Social Work","2012",3,"3"
12693,"British Journal of Social Work","2012",2,"2"
12694,"British Journal of Social Work","2012",1,"1"
12695,"British Journal of Social Work","2012",1,"1"
12696,"British Journal of Social Work","2012",3,"3"
12697,"British Journal of Social Work","2012",2,"2"
13159,"British Journal of Social Work","2012",2,"2"
13160,"British Journal of Social Work","2012",1,"1"
13161,"British Journal of Social Work","2012",1,"1"
13162,"British Journal of Social Work","2012",3,"3"
13163,"British Journal of Social Work","2012",1,"1"
13164,"British Journal of Social Work","2012",6,"4+"
13165,"British Journal of Social Work","2012",6,"4+"
13166,"British Journal of Social Work","2012",1,"1"
13167,"British Journal of Social Work","2012",1,"1"
13278,"British Journal of Social Work","2012",1,"1"
13279,"British Journal of Social Work","2012",2,"2"
13280,"British Journal of Social Work","2012",1,"1"
13281,"British Journal of Social Work","2012",1,"1"
13282,"British Journal of Social Work","2012",2,"2"
13283,"British Journal of Social Work","2012",2,"2"
13284,"British Journal of Social Work","2012",1,"1"
13285,"British Journal of Social Work","2012",2,"2"
13286,"British Journal of Social Work","2012",1,"1"
13287,"British Journal of Social Work","2012",1,"1"
13661,"British Journal of Social Work","2012",2,"2"
13662,"British Journal of Social Work","2012",4,"4+"
13663,"British Journal of Social Work","2012",4,"4+"
13664,"British Journal of Social Work","2012",6,"4+"
13665,"British Journal of Social Work","2012",1,"1"
13666,"British Journal of Social Work","2012",4,"4+"
45166,"British Journal of Social Work","2012",1,"1"
45168,"British Journal of Social Work","2012",2,"2"
45191,"British Journal of Social Work","2012",2,"2"
45343,"British Journal of Social Work","2012",2,"2"
10236,"British Journal of Social Work","2013",3,"3"
10237,"British Journal of Social Work","2013",2,"2"
10238,"British Journal of Social Work","2013",1,"1"
10239,"British Journal of Social Work","2013",1,"1"
10240,"British Journal of Social Work","2013",2,"2"
10241,"British Journal of Social Work","2013",2,"2"
10483,"British Journal of Social Work","2013",2,"2"
10484,"British Journal of Social Work","2013",3,"3"
10485,"British Journal of Social Work","2013",3,"3"
10486,"British Journal of Social Work","2013",1,"1"
10487,"British Journal of Social Work","2013",1,"1"
10488,"British Journal of Social Work","2013",2,"2"
10489,"British Journal of Social Work","2013",2,"2"
10490,"British Journal of Social Work","2013",2,"2"
10491,"British Journal of Social Work","2013",1,"1"
10598,"British Journal of Social Work","2013",3,"3"
10599,"British Journal of Social Work","2013",2,"2"
10600,"British Journal of Social Work","2013",1,"1"
10601,"British Journal of Social Work","2013",2,"2"
10602,"British Journal of Social Work","2013",1,"1"
10603,"British Journal of Social Work","2013",2,"2"
10604,"British Journal of Social Work","2013",2,"2"
10605,"British Journal of Social Work","2013",3,"3"
10606,"British Journal of Social Work","2013",4,"4+"
10841,"British Journal of Social Work","2013",2,"2"
10842,"British Journal of Social Work","2013",1,"1"
10843,"British Journal of Social Work","2013",1,"1"
10844,"British Journal of Social Work","2013",2,"2"
10845,"British Journal of Social Work","2013",2,"2"
10847,"British Journal of Social Work","2013",2,"2"
10848,"British Journal of Social Work","2013",1,"1"
10849,"British Journal of Social Work","2013",1,"1"
10850,"British Journal of Social Work","2013",4,"4+"
10965,"British Journal of Social Work","2013",3,"3"
10966,"British Journal of Social Work","2013",2,"2"
10967,"British Journal of Social Work","2013",6,"4+"
10968,"British Journal of Social Work","2013",1,"1"
10969,"British Journal of Social Work","2013",4,"4+"
10970,"British Journal of Social Work","2013",3,"3"
10971,"British Journal of Social Work","2013",2,"2"
10972,"British Journal of Social Work","2013",2,"2"
10973,"British Journal of Social Work","2013",5,"4+"
10974,"British Journal of Social Work","2013",1,"1"
11151,"British Journal of Social Work","2013",2,"2"
11152,"British Journal of Social Work","2013",1,"1"
11153,"British Journal of Social Work","2013",3,"3"
11154,"British Journal of Social Work","2013",5,"4+"
11155,"British Journal of Social Work","2013",1,"1"
11156,"British Journal of Social Work","2013",1,"1"
11157,"British Journal of Social Work","2013",1,"1"
11158,"British Journal of Social Work","2013",1,"1"
11159,"British Journal of Social Work","2013",1,"1"
11160,"British Journal of Social Work","2013",2,"2"
11175,"British Journal of Social Work","2013",2,"2"
11176,"British Journal of Social Work","2013",1,"1"
11177,"British Journal of Social Work","2013",2,"2"
11178,"British Journal of Social Work","2013",3,"3"
11179,"British Journal of Social Work","2013",3,"3"
11180,"British Journal of Social Work","2013",1,"1"
11181,"British Journal of Social Work","2013",4,"4+"
11182,"British Journal of Social Work","2013",4,"4+"
11183,"British Journal of Social Work","2013",1,"1"
11184,"British Journal of Social Work","2013",1,"1"
11441,"British Journal of Social Work","2013",3,"3"
11442,"British Journal of Social Work","2013",1,"1"
11443,"British Journal of Social Work","2013",3,"3"
11444,"British Journal of Social Work","2013",1,"1"
11445,"British Journal of Social Work","2013",1,"1"
11446,"British Journal of Social Work","2013",5,"4+"
11447,"British Journal of Social Work","2013",2,"2"
11448,"British Journal of Social Work","2013",2,"2"
11449,"British Journal of Social Work","2013",4,"4+"
11450,"British Journal of Social Work","2013",4,"4+"
44468,"British Journal of Social Work","2013",2,"2"
44471,"British Journal of Social Work","2013",1,"1"
44473,"British Journal of Social Work","2013",1,"1"
44476,"British Journal of Social Work","2013",1,"1"
44633,"British Journal of Social Work","2013",3,"3"
44636,"British Journal of Social Work","2013",3,"3"
44756,"British Journal of Social Work","2013",3,"3"
44761,"British Journal of Social Work","2013",3,"3"
45088,"British Journal of Social Work","2013",3,"3"
54177,"Canadian Social Work","1999",1,"1"
54178,"Canadian Social Work","1999",2,"2"
54179,"Canadian Social Work","1999",1,"1"
54180,"Canadian Social Work","1999",2,"2"
54181,"Canadian Social Work","1999",1,"1"
54182,"Canadian Social Work","1999",2,"2"
54183,"Canadian Social Work","1999",5,"4+"
54184,"Canadian Social Work","1999",1,"1"
54185,"Canadian Social Work","1999",1,"1"
54186,"Canadian Social Work","1999",1,"1"
54187,"Canadian Social Work","1999",2,"2"
53000,"Canadian Social Work","2001",1,"1"
53001,"Canadian Social Work","2001",4,"4+"
53002,"Canadian Social Work","2001",1,"1"
53003,"Canadian Social Work","2001",3,"3"
53004,"Canadian Social Work","2001",3,"3"
53005,"Canadian Social Work","2001",2,"2"
53006,"Canadian Social Work","2001",1,"1"
53007,"Canadian Social Work","2001",2,"2"
53008,"Canadian Social Work","2001",1,"1"
52417,"Canadian Social Work","2002",4,"4+"
52418,"Canadian Social Work","2002",2,"2"
52419,"Canadian Social Work","2002",2,"2"
52420,"Canadian Social Work","2002",1,"1"
52421,"Canadian Social Work","2002",3,"3"
52422,"Canadian Social Work","2002",1,"1"
52423,"Canadian Social Work","2002",1,"1"
52424,"Canadian Social Work","2002",3,"3"
52425,"Canadian Social Work","2002",3,"3"
52426,"Canadian Social Work","2002",1,"1"
52427,"Canadian Social Work","2002",1,"1"
52428,"Canadian Social Work","2002",1,"1"
52429,"Canadian Social Work","2002",1,"1"
51859,"Canadian Social Work","2003",1,"1"
51860,"Canadian Social Work","2003",4,"4+"
51861,"Canadian Social Work","2003",2,"2"
51862,"Canadian Social Work","2003",1,"1"
51863,"Canadian Social Work","2003",1,"1"
51864,"Canadian Social Work","2003",2,"2"
51865,"Canadian Social Work","2003",6,"4+"
51866,"Canadian Social Work","2003",2,"2"
51867,"Canadian Social Work","2003",2,"2"
51868,"Canadian Social Work","2003",1,"1"
50486,"Canadian Social Work","2005",3,"3"
50487,"Canadian Social Work","2005",4,"4+"
50488,"Canadian Social Work","2005",1,"1"
50489,"Canadian Social Work","2005",1,"1"
50490,"Canadian Social Work","2005",2,"2"
50491,"Canadian Social Work","2005",1,"1"
50492,"Canadian Social Work","2005",6,"4+"
50493,"Canadian Social Work","2005",3,"3"
45157,"Canadian Social Work","2012",1,"1"
124724,"Canadian Social Work Review","1989",1,"1"
124725,"Canadian Social Work Review","1989",2,"2"
124726,"Canadian Social Work Review","1989",1,"1"
124727,"Canadian Social Work Review","1989",2,"2"
124728,"Canadian Social Work Review","1989",2,"2"
124729,"Canadian Social Work Review","1989",1,"1"
124734,"Canadian Social Work Review","1989",1,"1"
124735,"Canadian Social Work Review","1989",1,"1"
124736,"Canadian Social Work Review","1989",3,"3"
124737,"Canadian Social Work Review","1989",1,"1"
124738,"Canadian Social Work Review","1989",1,"1"
124739,"Canadian Social Work Review","1989",2,"2"
124740,"Canadian Social Work Review","1989",2,"2"
124741,"Canadian Social Work Review","1989",2,"2"
124742,"Canadian Social Work Review","1989",1,"1"
124686,"Canadian Social Work Review","1990",1,"1"
124687,"Canadian Social Work Review","1990",1,"1"
124688,"Canadian Social Work Review","1990",1,"1"
124689,"Canadian Social Work Review","1990",1,"1"
124690,"Canadian Social Work Review","1990",2,"2"
124691,"Canadian Social Work Review","1990",1,"1"
124692,"Canadian Social Work Review","1990",2,"2"
124693,"Canadian Social Work Review","1990",1,"1"
124694,"Canadian Social Work Review","1990",2,"2"
124695,"Canadian Social Work Review","1990",1,"1"
124698,"Canadian Social Work Review","1990",2,"2"
124699,"Canadian Social Work Review","1990",1,"1"
124700,"Canadian Social Work Review","1990",1,"1"
124701,"Canadian Social Work Review","1990",2,"2"
124702,"Canadian Social Work Review","1990",1,"1"
124703,"Canadian Social Work Review","1990",2,"2"
124704,"Canadian Social Work Review","1990",2,"2"
124646,"Canadian Social Work Review","1991",1,"1"
124647,"Canadian Social Work Review","1991",2,"2"
124648,"Canadian Social Work Review","1991",1,"1"
124649,"Canadian Social Work Review","1991",2,"2"
124650,"Canadian Social Work Review","1991",2,"2"
124651,"Canadian Social Work Review","1991",3,"3"
124652,"Canadian Social Work Review","1991",2,"2"
124653,"Canadian Social Work Review","1991",1,"1"
124654,"Canadian Social Work Review","1991",1,"1"
124662,"Canadian Social Work Review","1991",2,"2"
124663,"Canadian Social Work Review","1991",3,"3"
124664,"Canadian Social Work Review","1991",2,"2"
124665,"Canadian Social Work Review","1991",5,"4+"
124666,"Canadian Social Work Review","1991",1,"1"
124667,"Canadian Social Work Review","1991",1,"1"
124668,"Canadian Social Work Review","1991",2,"2"
124623,"Canadian Social Work Review","1992",1,"1"
124624,"Canadian Social Work Review","1992",1,"1"
124625,"Canadian Social Work Review","1992",2,"2"
124626,"Canadian Social Work Review","1992",1,"1"
124627,"Canadian Social Work Review","1992",1,"1"
124628,"Canadian Social Work Review","1992",1,"1"
124633,"Canadian Social Work Review","1992",1,"1"
124634,"Canadian Social Work Review","1992",1,"1"
124635,"Canadian Social Work Review","1992",4,"4+"
124636,"Canadian Social Work Review","1992",1,"1"
124637,"Canadian Social Work Review","1992",1,"1"
124638,"Canadian Social Work Review","1992",1,"1"
124639,"Canadian Social Work Review","1992",1,"1"
124599,"Canadian Social Work Review","1993",1,"1"
124600,"Canadian Social Work Review","1993",1,"1"
124601,"Canadian Social Work Review","1993",2,"2"
124602,"Canadian Social Work Review","1993",3,"3"
124603,"Canadian Social Work Review","1993",1,"1"
124604,"Canadian Social Work Review","1993",2,"2"
124605,"Canadian Social Work Review","1993",1,"1"
124606,"Canadian Social Work Review","1993",3,"3"
124555,"Canadian Social Work Review","1994",1,"1"
124557,"Canadian Social Work Review","1994",1,"1"
124558,"Canadian Social Work Review","1994",1,"1"
124559,"Canadian Social Work Review","1994",1,"1"
124560,"Canadian Social Work Review","1994",1,"1"
124561,"Canadian Social Work Review","1994",1,"1"
124562,"Canadian Social Work Review","1994",2,"2"
124563,"Canadian Social Work Review","1994",1,"1"
124569,"Canadian Social Work Review","1994",1,"1"
124570,"Canadian Social Work Review","1994",2,"2"
124571,"Canadian Social Work Review","1994",2,"2"
124572,"Canadian Social Work Review","1994",2,"2"
124573,"Canadian Social Work Review","1994",1,"1"
124472,"Canadian Social Work Review","1995",3,"3"
124473,"Canadian Social Work Review","1995",1,"1"
124474,"Canadian Social Work Review","1995",1,"1"
124475,"Canadian Social Work Review","1995",1,"1"
124476,"Canadian Social Work Review","1995",1,"1"
124477,"Canadian Social Work Review","1995",1,"1"
124478,"Canadian Social Work Review","1995",1,"1"
124492,"Canadian Social Work Review","1995",1,"1"
124493,"Canadian Social Work Review","1995",2,"2"
124494,"Canadian Social Work Review","1995",1,"1"
124495,"Canadian Social Work Review","1995",1,"1"
124496,"Canadian Social Work Review","1995",2,"2"
124497,"Canadian Social Work Review","1995",1,"1"
124498,"Canadian Social Work Review","1995",1,"1"
124404,"Canadian Social Work Review","1996",1,"1"
124405,"Canadian Social Work Review","1996",4,"4+"
124406,"Canadian Social Work Review","1996",1,"1"
124407,"Canadian Social Work Review","1996",1,"1"
124408,"Canadian Social Work Review","1996",2,"2"
124409,"Canadian Social Work Review","1996",4,"4+"
124416,"Canadian Social Work Review","1996",3,"3"
124417,"Canadian Social Work Review","1996",1,"1"
124418,"Canadian Social Work Review","1996",1,"1"
124419,"Canadian Social Work Review","1996",1,"1"
124420,"Canadian Social Work Review","1996",2,"2"
124421,"Canadian Social Work Review","1996",1,"1"
124422,"Canadian Social Work Review","1996",1,"1"
124329,"Canadian Social Work Review","1997",4,"4+"
124330,"Canadian Social Work Review","1997",1,"1"
124331,"Canadian Social Work Review","1997",1,"1"
124332,"Canadian Social Work Review","1997",3,"3"
124333,"Canadian Social Work Review","1997",4,"4+"
124334,"Canadian Social Work Review","1997",2,"2"
124347,"Canadian Social Work Review","1997",2,"2"
124348,"Canadian Social Work Review","1997",2,"2"
124349,"Canadian Social Work Review","1997",3,"3"
124350,"Canadian Social Work Review","1997",4,"4+"
124351,"Canadian Social Work Review","1997",1,"1"
124352,"Canadian Social Work Review","1997",1,"1"
124266,"Canadian Social Work Review","1998",4,"4+"
124267,"Canadian Social Work Review","1998",5,"4+"
124268,"Canadian Social Work Review","1998",1,"1"
124269,"Canadian Social Work Review","1998",1,"1"
124270,"Canadian Social Work Review","1998",1,"1"
124271,"Canadian Social Work Review","1998",1,"1"
124289,"Canadian Social Work Review","1998",1,"1"
124290,"Canadian Social Work Review","1998",1,"1"
124291,"Canadian Social Work Review","1998",1,"1"
124292,"Canadian Social Work Review","1998",1,"1"
124293,"Canadian Social Work Review","1998",2,"2"
124294,"Canadian Social Work Review","1998",2,"2"
124176,"Canadian Social Work Review","1999",5,"4+"
124177,"Canadian Social Work Review","1999",2,"2"
124178,"Canadian Social Work Review","1999",1,"1"
124179,"Canadian Social Work Review","1999",1,"1"
124180,"Canadian Social Work Review","1999",1,"1"
