"","articleID","n_authors","coauthored","journal","hindex","pub_year","page_count","year0","year1","year2","year3","year4","year5","total_cites","quartile","pubMed","psycINFO"
"736",736,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2007,8,0,0,0,1,0,1,2,3,0,1
"737",737,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2007,8,0,0,0,0,0,1,1,4,0,1
"738",738,3,1,"CLINICAL SOCIAL WORK JOURNAL",8,2007,11,0,0,0,0,1,0,1,4,0,1
"739",739,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2007,9,0,1,2,1,1,0,5,2,0,1
"740",740,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2007,10,0,0,0,1,1,3,5,2,0,1
"741",741,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2007,10,0,0,0,0,0,0,0,4,0,1
"742",742,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,12,0,3,11,13,8,10,45,1,0,1
"743",743,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,10,0,1,3,0,1,1,6,1,0,1
"744",744,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,9,1,0,0,0,0,0,1,4,0,1
"745",745,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,9,0,0,1,1,1,0,3,3,0,1
"746",746,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,11,0,0,1,1,1,0,3,3,0,1
"747",747,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,10,0,1,1,1,0,1,4,2,0,1
"748",748,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,10,0,0,1,0,0,0,1,4,0,1
"749",749,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,14,0,3,3,6,2,2,16,1,0,1
"750",750,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,11,1,0,0,0,2,1,4,2,0,1
"751",751,4,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,12,0,0,0,0,0,0,0,4,0,1
"752",752,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,12,0,0,0,1,0,0,1,4,0,1
"753",753,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,10,0,0,0,0,0,2,2,3,0,1
"754",754,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,11,0,0,1,1,2,1,5,2,0,1
"755",755,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,8,0,0,1,0,0,1,2,3,0,1
"756",756,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,9,0,0,0,0,0,0,0,4,0,1
"757",757,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,7,0,0,0,2,0,1,3,3,0,1
"758",758,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,5,0,0,0,0,0,0,0,4,0,1
"759",759,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,10,0,1,0,0,0,0,1,4,0,1
"760",760,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,9,0,2,0,0,2,2,6,1,0,1
"761",761,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,9,0,0,0,1,0,0,1,4,0,1
"762",762,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,9,0,0,0,1,0,0,1,4,0,1
"763",763,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,11,0,3,2,2,3,0,10,1,0,1
"764",764,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,11,0,0,0,1,0,0,1,4,0,1
"765",765,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,8,0,0,1,0,0,1,2,3,0,1
"766",766,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,11,0,0,0,0,0,0,0,4,0,1
"767",767,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,10,0,0,0,0,0,1,1,4,0,1
"768",768,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,8,0,0,0,0,0,0,0,4,0,1
"769",769,3,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,14,0,1,0,1,3,0,5,2,0,1
"770",770,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,11,0,0,0,0,1,0,1,4,0,1
"771",771,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,6,0,0,0,1,0,1,2,3,0,1
"772",772,3,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,11,0,0,0,0,0,0,0,4,0,1
"773",773,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,9,0,0,0,0,1,0,1,4,0,1
"774",774,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,8,0,0,0,0,0,0,0,4,0,1
"775",775,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,7,0,0,0,1,2,0,3,3,0,1
"776",776,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,9,0,0,0,0,0,0,0,4,0,1
"777",777,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,9,0,0,0,0,0,0,0,4,0,1
"778",778,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,13,0,0,0,0,0,0,0,4,0,1
"779",779,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,12,0,0,0,0,0,0,0,4,0,1
"780",780,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,11,0,0,1,0,0,0,1,4,0,1
"781",781,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,10,1,1,1,0,0,0,3,3,0,1
"782",782,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,9,0,0,1,1,0,4,6,1,0,1
"783",783,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,8,0,1,0,1,0,0,2,3,0,1
"784",784,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,7,0,0,0,0,0,0,0,4,0,1
"785",785,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,9,0,0,0,3,0,1,4,2,0,1
"786",786,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,12,0,0,1,0,0,0,1,4,0,1
"787",787,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,10,0,0,0,0,1,0,1,4,0,1
"788",788,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,6,0,0,0,0,0,0,0,4,0,1
"789",789,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,8,0,0,0,0,0,0,0,4,0,1
"790",790,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,12,1,0,0,0,0,0,1,4,0,1
"791",791,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,7,0,0,0,0,0,0,0,4,0,1
"792",792,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,10,0,0,0,0,0,0,0,4,0,1
"793",793,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,14,0,0,0,0,1,0,1,4,0,1
"794",794,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,10,0,0,0,0,0,0,0,4,0,1
"795",795,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,6,1,0,0,0,0,0,1,4,0,1
"796",796,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,14,0,0,2,0,0,1,3,3,0,1
"797",797,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,8,0,0,2,0,1,0,3,3,0,1
"798",798,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,10,0,0,1,0,1,2,4,2,0,1
"799",799,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,10,0,0,0,0,1,0,1,4,0,1
"800",800,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,9,0,0,0,0,0,1,1,4,0,1
"801",801,4,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,9,0,1,0,0,0,0,1,4,0,1
"802",802,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,8,0,0,0,2,1,0,3,3,0,1
"803",803,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,12,0,2,1,0,0,0,3,3,0,1
"804",804,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,8,0,0,0,0,0,0,0,4,0,1
"805",805,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,11,0,0,0,2,0,0,2,3,0,1
"806",806,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,11,0,0,2,0,0,0,2,3,0,1
"807",807,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,1,0,0,1,4,0,1
"808",808,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,13,0,0,3,1,1,2,7,1,0,1
"809",809,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,5,0,0,0,1,0,1,2,3,0,1
"810",810,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,11,0,0,0,0,3,2,5,2,0,1
"811",811,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,0,0,0,0,4,0,1
"812",812,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,0,1,1,2,3,0,1
"813",813,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,0,0,0,0,4,0,1
"814",814,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,12,0,0,0,0,0,1,1,4,0,1
"815",815,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,10,1,0,0,0,0,0,1,4,0,1
"816",816,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,11,0,0,1,1,3,0,5,2,0,1
"817",817,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,0,2,1,3,3,0,1
"818",818,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,0,0,1,0,0,1,4,0,1
"819",819,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,13,0,1,0,0,5,1,7,1,0,1
"820",820,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,0,1,0,1,0,2,3,0,1
"821",821,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,10,0,0,0,0,1,0,1,4,0,1
"822",822,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,7,0,0,0,0,0,0,0,4,0,1
"823",823,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,0,0,0,0,0,0,4,0,1
"824",824,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,1,1,2,4,1,9,1,0,1
"825",825,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,7,0,0,0,0,0,2,2,3,0,1
"826",826,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,10,0,1,2,1,2,1,7,1,0,1
"827",827,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,10,0,0,0,0,0,1,1,4,0,1
"828",828,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,1,0,0,0,0,1,4,0,1
"829",829,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,1,0,0,5,0,0,6,1,0,1
"830",830,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,0,0,1,1,0,2,3,0,1
"831",831,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,7,0,3,0,1,3,3,10,1,0,1
"832",832,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,10,0,1,2,1,4,6,14,1,0,1
"833",833,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,6,0,0,0,0,2,1,3,3,0,1
"834",834,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,11,0,1,2,1,5,0,9,1,0,1
"835",835,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,1,0,0,0,1,4,0,1
"836",836,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,10,2,0,2,0,1,3,8,1,0,1
"837",837,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,11,0,0,0,0,0,0,0,4,0,1
"838",838,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,7,0,1,0,0,0,0,1,4,0,1
"839",839,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,0,0,1,3,1,5,2,0,1
"840",840,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,0,0,0,1,2,3,3,0,1
"841",841,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,12,0,0,0,2,2,0,4,2,0,1
"842",842,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,0,1,0,1,4,0,1
"843",843,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,7,0,0,0,3,1,1,5,2,0,1
"844",844,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,0,2,3,2,1,8,1,0,1
"845",845,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,0,1,0,1,1,3,3,0,1
"846",846,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,0,0,0,0,4,0,1
"847",847,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,1,0,3,1,0,5,2,0,1
"848",848,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,1,1,1,0,0,3,3,0,1
"849",849,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,5,0,0,0,0,0,0,0,4,0,1
"850",850,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,7,0,0,0,0,0,0,0,4,0,1
"851",851,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,10,0,0,1,0,1,1,3,3,0,1
"852",852,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,13,0,0,0,0,0,0,0,4,0,1
"853",853,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,11,0,0,0,0,1,1,2,3,0,1
"854",854,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,2,0,1,3,3,0,1
"855",855,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,NA,0,0,0,1,0,0,1,4,0,1
"856",856,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,1,2,1,4,2,0,1
"857",857,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,0,1,0,1,0,1,3,3,0,1
"858",858,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,13,0,0,1,2,1,0,4,2,0,1
"859",859,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,0,0,0,1,0,1,4,0,1
"860",860,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,6,0,0,0,1,1,3,5,2,0,1
"861",861,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,11,0,1,0,0,0,0,1,4,0,1
"862",862,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,7,0,0,0,0,1,0,1,4,0,1
"863",863,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,8,0,1,0,1,1,3,6,1,0,1
"864",864,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,7,0,0,1,0,1,0,2,3,0,1
"865",865,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,9,1,0,0,0,0,0,1,4,0,1
"866",866,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,7,0,0,1,0,0,1,2,3,0,1
"867",867,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,0,0,0,0,0,4,0,1
"868",868,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,0,0,0,0,4,0,1
"869",869,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,0,0,0,0,4,0,1
"870",870,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,1,0,0,1,2,3,0,1
"871",871,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,3,0,1,1,5,2,0,1
"872",872,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,3,0,1,0,4,2,0,1
"873",873,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,13,0,0,0,2,0,1,3,3,0,1
"874",874,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,0,0,1,0,1,4,0,1
"875",875,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,0,0,1,1,2,3,0,1
"876",876,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,7,0,0,0,0,0,0,0,4,0,1
"877",877,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,3,0,0,0,0,0,0,0,4,0,1
"878",878,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,7,0,0,0,0,3,1,4,2,0,1
"879",879,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,0,0,0,0,0,4,0,1
"880",880,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,7,0,0,1,0,0,0,1,4,0,1
"881",881,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,4,0,0,2,1,0,0,3,3,0,1
"882",882,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,1,1,0,0,2,3,0,1
"883",883,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,0,0,0,0,0,4,0,1
"884",884,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,2,1,1,1,5,2,0,1
"885",885,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,7,0,0,0,0,3,0,3,3,0,1
"886",886,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,11,0,0,0,0,0,2,2,3,0,1
"887",887,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,12,0,0,0,4,7,1,12,1,0,1
"888",888,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,1,0,0,2,1,4,2,0,1
"889",889,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,0,1,0,0,1,4,0,1
"890",890,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,1,0,2,0,3,3,0,1
"891",891,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,1,0,0,1,0,2,3,0,1
"892",892,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,0,1,1,0,2,3,0,1
"893",893,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,0,0,0,0,4,0,1
"894",894,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,0,0,0,0,4,0,1
"895",895,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,1,0,1,1,1,4,2,0,1
"896",896,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,0,0,0,0,4,0,1
"897",897,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,1,0,0,0,1,4,0,1
"898",898,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,0,0,0,1,1,4,0,1
"899",899,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,7,0,0,0,1,0,4,5,2,0,1
"900",900,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,1,0,1,0,0,0,2,3,0,1
"901",901,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,0,1,0,0,1,4,0,1
"902",902,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,0,0,0,0,4,0,1
"903",903,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,0,2,0,0,2,3,0,1
"904",904,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,6,0,1,0,0,0,1,2,3,0,1
"905",905,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,0,1,0,1,4,0,1
"906",906,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,1,0,1,2,3,0,1
"907",907,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,0,2,0,0,2,3,0,1
"908",908,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,11,0,0,0,1,2,2,5,2,0,1
"909",909,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,1,0,1,0,2,3,0,1
"910",910,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,0,2,2,0,4,2,0,1
"911",911,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,0,1,0,1,4,0,1
"912",912,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,1,2,0,3,3,0,1
"913",913,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,5,0,0,0,1,0,0,1,4,0,1
"914",914,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,12,0,0,0,2,2,2,6,1,0,1
"915",915,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,12,0,0,0,2,0,3,5,2,0,1
"916",916,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,8,0,0,0,1,0,1,2,3,0,1
"917",917,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,7,0,0,0,2,0,1,3,3,0,1
"918",918,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,0,1,1,1,3,3,0,1
"919",919,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,0,0,1,0,1,2,3,0,1
"920",920,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,0,0,1,0,1,4,0,1
"921",921,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,10,0,0,1,0,0,0,1,4,0,1
"922",922,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,9,0,2,0,1,0,3,6,1,0,1
"923",923,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,7,0,0,0,0,0,0,0,4,0,1
