"articleID","title","authors","n_authors","coauthored","journal","hindex","pub_year","page_count","year0","year1","year2","year3","year4","year5","total_cites","quartile","indexed_pubMed","indexed_psycINFO","indexed_SWA","years_active","cited","authors_factor","database_factor"
502,"'Race', ethnicity and child welfare: A fine balancing act","Barn, Ravinder",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2007,10,0,0,0,4,4,1,9,1,0,1,1,45,1,"1","2"
503,"The tip of the ice berg': Children's complaints and advocacy in Wales - An insider view from complaints officers","Parry, Odette; Pithouse, Andy; Anglim, Cathy; Batchelor, Claire",4,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,15,0,0,0,0,0,0,0,4,0,1,1,45,0,"4+","2"
504,"'Everyone Started Shouting': Making connections between the process of family group conferences and family therapy practice","Holland, Sally; Rivett, Mark",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,0,1,2,2,1,6,1,0,1,1,45,1,"2","2"
505,"The ties that bind: Support from birth families and substitute families for young people leaving care","Wade, Jim",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,16,0,1,0,5,1,4,11,1,0,1,1,45,1,"1","2"
506,"Understanding structural and communication barriers to ordinary family life for families with disabled children: A combined social work and social model of disability analysis","Woodcock, Johanna; Tregaskis, Claire",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,1,0,0,0,1,4,0,1,1,45,1,"2","2"
507,"For the sake of their health: Older service users' requirements for social care to facilitate access to social networks following hospital discharge","McLeod, Eileen; Bywaters, Paul; Tanner, Denise; Hirsch, Maureen",4,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,0,1,1,1,0,3,3,0,1,1,45,1,"4+","2"
508,"Risk, mental disorder and social work practice: A gendered landscape","Warner, Joanne; Gabe, Jonathan",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,1,2,2,1,0,6,1,0,1,1,45,1,"2","2"
509,"Social work practice to support survival strategies in sub-Saharan Africa","Laird, Siobhan E.",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,1,0,1,0,1,0,3,3,0,1,1,45,1,"1","2"
510,"Viewing spirituality in social work through the lens of contemporary social theory","Gray, Mel",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,22,0,1,2,4,1,6,14,1,0,1,1,45,1,"1","2"
511,"Resilience across cultures","Ungar, Michael",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,1,6,21,19,34,32,113,1,0,1,1,45,1,"1","2"
512,"Differential impacts of stressful life events and social support on the mental health of Mainland Chinese immigrant and local youth in Hong Kong: A resilience perspective","Wong, Daniel Fu Keung",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,2,0,0,1,3,3,9,1,0,1,1,45,1,"1","2"
513,"Changes in the form of knowledge in social work: From the social to the informational?","Parton, Nigel",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,2,14,10,10,15,11,62,1,0,0,1,45,1,"1","1"
514,"Exploring potential 'Extra-familial' child homicide assailants in the UK and estimating their homicide rate: Perception of risk - The need for debate","Pritchard, Colin; Sayer, Tony",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,0,1,0,0,1,2,3,0,1,1,45,1,"2","2"
515,"Locus of control, coping and proto prevention in child and family care","Sheppard, Michael; Crocker, Graham",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,14,0,0,0,0,0,0,0,4,0,1,1,45,0,"2","2"
516,"Identity development and grieving: The evolving processes for parentally bereaved women","Cait, Cheryl-Anne",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,1,0,0,0,0,1,4,0,1,1,45,1,"1","2"
517,"Painting the prison 'red': Constructing and experiencing aboriginal identities in prison","Martel, Joane; Brassard, Renee",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,22,0,0,1,2,0,0,3,3,0,1,1,45,1,"2","2"
518,"'Anti-oppressiveness': Critical comments on a discourse and its context","Millar, Malcolm",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,15,1,1,2,1,1,4,10,1,0,0,1,45,1,"1","1"
519,"Using students written feedback on race issues to enhance self-regulated learning","Heron, Gavin",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,19,0,0,2,1,0,1,4,2,0,1,1,45,1,"1","2"
520,"Beyond assessment: Social work intervention in family court enquiries","Mantle, Greg; Williams, Isabel; Leslie, Jane; Parsons, Sarah; Shaffer, Ray",5,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,13,0,0,0,1,0,1,2,3,0,1,1,45,1,"4+","2"
521,"Preventive services for adolescents: Exploring the process of change","Biehal, Nina",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,1,1,0,0,0,2,3,0,1,1,45,1,"1","2"
522,"Community intervention with Jewish Israeli mothers in times of terror","Itzhaky, Haya; Dekel, Rachel",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,14,0,0,1,0,0,2,3,3,0,1,1,45,1,"2","2"
523,"Black African children and the child protection system","Bernard, Claudia; Gupta, Anna",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,1,1,1,0,3,3,0,1,1,45,1,"2","2"
524,"Grounding constructions of carers: Exploring the experiences of carers through a grounded approach","Burton, Michael",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,14,0,2,0,0,0,2,4,2,0,1,1,45,1,"1","2"
525,"Accountability to welfare service users: Challenges and responses of service providers","Leung, Terry Tse Fong",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,16,0,0,1,0,0,1,2,3,0,0,1,45,1,"1","1"
526,"Practitioners' documentation of assessment and care planning in social care: The opportunities for organizational learning","Foster, Michele; Harris, Jennifer; Jackson, Karen; Glendinning, Caroline",4,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,15,0,0,1,0,1,0,2,3,0,1,1,45,1,"4+","2"
527,"Liquid social work: Welfare interventions as mobile practices","Ferguson, Harry",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,20,0,4,3,2,3,6,18,1,0,0,1,45,1,"1","1"
528,"Calling social work","Coleman, Nigel; Harris, John",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,21,0,2,1,1,1,2,7,1,0,0,1,45,1,"2","1"
529,"Paradigms and politics: Understanding methods paradigms in an historical context: The case of social pedagogy","Lorenz, Walter",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,20,2,0,5,1,4,1,13,1,0,1,1,45,1,"1","2"
530,"The present finnish formation of child welfare and history","Satka, Mirja; Harrikari, Timo",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,1,0,0,2,0,3,3,0,1,1,45,1,"2","2"
531,"State social work: Constructing the present from moments in the past","Harris, John",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,1,2,3,1,1,8,1,0,1,1,45,1,"1","2"
532,"Humanitarian narrative: Bodies and detail in late-victorian social work","Taylor, Carolyn",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,1,0,0,0,1,4,0,1,1,45,1,"1","2"
533,"A tale of two reports: Social work in Scotland from Social work and the community (1966) to Changing lives (2006)","Brodie, Ian; Nottingham, Chris; Plunkett, Stephen",3,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,19,0,0,0,1,5,0,6,1,0,1,1,45,1,"3","2"
534,"Transatlantic transfers in social work: Contributions of three pioneers","Hegar, Rebecca L.",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,0,0,0,2,1,3,3,0,1,1,45,1,"1","2"
535,"Engendering social work education under state socialism in Yugoslavia","Zavirsek, Darja",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,0,0,1,0,1,4,0,1,1,45,1,"1","2"
536,"City welfare in the Sway of Eugenics: A Swiss case study","Hauss, Gisela; Ziegler, Beatrice",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,20,0,0,1,0,0,0,1,4,0,1,1,45,1,"2","2"
537,"Making refugees: A historical discourse analysis of the construction of the 'Refugee' in US social work, 1900-1957","Park, Yoosun",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,1,3,0,1,5,2,0,1,1,45,1,"1","2"
538,"From melting pot to multiculturalism: The impact of racial and ethnic diversity on social work and social justice in the USA","Reisch, Michael",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,1,1,1,1,4,2,0,1,1,45,1,"1","2"
539,"Parental alcohol misuse in complex families: The implications for engagement","Taylor, Andy; Toner, Paul; Templeton, Lorna; Velleman, Richard",4,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,22,0,1,2,1,1,1,6,1,0,1,0,45,1,"4+","1"
540,"The recruitment and retention of family foster-carers: An international and cross-cultural analysis","Colton, Matthew; Roberts, Susan; Williams, Margaret",3,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,20,0,0,0,0,1,4,5,2,0,1,0,45,1,"3","1"
541,"Getting to the heart of recovery: Methods for studying recovery and their implications for evidence-based practice","Stanhope, Victoria; Solomon, Phyllis",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,15,0,1,1,2,1,3,8,1,0,1,0,45,1,"2","1"
542,"The enculturation experience of Roma refugees: A Canadian perspective","Walsh, Christine A.; Este, Dave; Krieg, Brigette",3,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,0,1,1,0,0,2,3,0,1,0,45,1,"3","1"
543,"Everything must go? The privatization of state social work","Carey, Malcolm",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,3,3,4,4,1,15,1,0,1,0,45,1,"1","1"
544,"Learning from experience: Developing a research strategy for social work in the UK","Bywaters, Paul",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,0,1,1,1,3,3,0,1,0,45,1,"1","1"
545,"Kinds and quality of social work research","Shaw, Ian; Norton, Matthew",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,0,0,2,2,1,5,2,0,1,0,45,1,"2","1"
546,"The development of problem-solving knowledge for social care practice","Marsh, Peter; Fisher, Mike",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,1,1,2,3,3,10,1,0,1,0,45,1,"2","1"
547,"Building research capacity in social work: Process and issues","Orme, Joan; Powell, Jackie",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,21,0,2,3,3,0,1,9,1,0,1,0,45,1,"2","1"
548,"Ethics and governance in social work research in the UK","Dominelli, Lena; Holloway, Margaret",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,16,0,0,0,2,2,2,6,1,0,1,0,45,1,"2","1"
549,"The epidemiology of out-of-home care for children and youth: A national cohort study","Franzen, Eva; Vinnerljung, Bo; Hjern, Anders",3,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,0,3,6,5,14,1,0,1,1,45,1,"3","2"
550,"Family-based short breaks (respite) for disabled children: Results from the fourth national survey","Cramer, Helen; Carlin, Jeanne",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,16,0,0,0,2,1,1,4,2,0,1,1,45,1,"2","2"
551,"Towards a proportionist social work ethics: A Habermasian perspective","Lovat, Terence; Gray, Mel",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,15,0,0,1,2,2,0,5,2,0,1,1,45,1,"2","2"
552,"Family matters: Developments concerning the role of the nearest relative and social worker under mental health law in England and Wales","Rapaport, Joan; Manthorpe, Jill",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,3,2,2,2,9,1,0,1,1,45,1,"2","2"
553,"'There are wonderful social workers but it's a lottery': Older people's views about social workers","Manthorpe, Jill; Moriarty, Jo; Rapaport, Joan; Clough, Roger; Cornes, Michelle; Bright, Les; Iliffe, Steve",7,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,19,0,1,1,1,1,0,4,2,0,1,1,45,1,"4+","2"
554,"The authentic warmth dimension of professional childcare","Cameron, R. J.; Maginn, C.",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,22,0,0,1,0,1,0,2,3,0,1,1,45,1,"2","2"
555,"Prevention and social exclusion: New understandings for policy and practice","Morris, Kate; Barnes, Marian",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,2,2,1,2,0,7,1,0,1,1,45,1,"2","2"
556,"Revisiting the knowledge base of social work: A framework for practice","Trevithick, Pamela",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,26,0,0,2,2,4,4,12,1,0,1,1,45,1,"1","2"
557,"Critical commentary: Social work ethics","Banks, Sarah",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,12,0,0,4,3,4,3,14,1,0,1,1,45,1,"1","2"
558,"How Important Is Prevention? High Thresholds and Outcomes for Applicants Refused by Children's Services: A Six-Month Follow-Up","Sheppard, Michael",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,15,0,0,1,0,1,1,3,3,0,1,1,45,1,"1","2"
559,"Unravelling Emotional, Behavioural and Educational Outcomes in a Longitudinal Study of Children in Foster-Care","Fernandez, Elizabeth",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,19,0,1,0,3,3,3,10,1,0,1,1,45,1,"1","2"
560,"Child Risk and Parental Resistance: Can Motivational Interviewing Improve the Practice of Child and Family Social Workers in Working with Parental Alcohol Misuse?","Forrester, Donald; McCambridge, Jim; Waissbein, Clara; Emlyn-Jones, Rhoda; Rollnick, Stephen",5,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,0,1,1,6,0,8,1,0,1,1,45,1,"4+","2"
561,"Complexity Theory: Developing New Understandings of Child Protection in Field Settings and in Residential Child Care","Stevens, Irene; Cox, Pat",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,2,3,5,5,0,15,1,0,1,1,45,1,"2","2"
562,"Pride or Prejudice? Gay Men, Lesbians and Dementia","Price, Elizabeth",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,16,0,0,1,4,0,0,5,2,0,1,1,45,1,"1","2"
563,"Independence in Old Age: The Route to Social Exclusion?","Plath, Debbie",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,0,2,2,1,5,2,0,1,1,45,1,"1","2"
564,"Barriers to Retaining and Using Professional Knowledge in Local Authority Social Work Practice with Adults in the UK","McDonald, Ann; Postle, Karen; Dawson, Carol",3,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,5,2,5,1,2,15,1,0,1,1,45,1,"3","2"
565,"'We Don't See Her as a Social Worker': A Service User Case Study of the Importance of the Social Worker's Relationship and Humanity","Beresford, Peter; Croft, Suzy; Adshead, Lesley",3,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,20,0,0,0,2,2,5,9,1,0,1,1,45,1,"3","2"
566,"Young Women, Local Authority Care and Selling Sex: Findings from Research","Coy, Maddy",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,2,1,0,3,2,8,1,0,1,1,45,1,"1","2"
567,"Trust Development: A Discussion of Three Approaches and a Proposed Alternative","Behnia, Behnam",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,1,1,0,2,4,2,0,1,1,45,1,"1","2"
568,"Risk, Uncertainty and Public Protection: Assessment of Young People Who Offend","Baker, Kerry",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,3,2,1,1,0,7,1,0,1,1,45,1,"1","2"
569,"Child Welfare and Information and Communication Technology: Today's Challenge","Tregeagle, Susan; Darcy, Michael",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,2,3,3,1,4,13,1,0,1,1,45,1,"2","2"
570,"That's Not My Child Anymore! Parental Grief after Acquired Brain Injury (ABI): Incidence, Nature and Longevity","Collings, Catherine",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,19,0,0,0,2,0,1,3,3,0,1,1,45,1,"1","2"
571,"Parental Substance Misuse and Child Welfare: Outcomes for Children Two Years after Referral","Forrester, Donald; Harwin, Judith",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,3,2,1,2,5,13,1,0,1,1,45,1,"2","2"
572,"Early Intervention in the Round: A Great Idea But ...","Pithouse, Andrew",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,17,0,0,0,1,0,0,1,4,0,1,1,45,1,"1","2"
573,"Powers to Detain under Mental Health Legislation in England and the Role of the Approved Social Worker: An Analysis of Patterns and Trends under the 1983 Mental Health Act in Six Local Authorities","Hatfield, Barbara",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,19,0,0,2,2,1,4,9,1,0,1,1,45,1,"1","2"
574,"Themes in Family Care-Giving: Implications for Social Work Practice with Older Adults","Sims-Gould, Joanie; Martin-Matthews, Anne",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,16,0,0,1,0,0,0,1,4,0,1,1,45,1,"2","2"
575,"Diversity and Progression among Students Starting Social Work Qualifying Programmes in England between 1995 and 1998: A Quantitative Study","Hussein, Shereen; Moriarty, Jo; Manthorpe, Jill; Huxley, Peter",4,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,22,0,0,0,1,0,3,4,2,0,1,1,45,1,"4+","2"
576,"Collaboration Between Community Advocates and Academic Researchers: Scientific Advocacy or Political Research?","Stahl, Roland; Shdaimah, Corey",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,20,0,0,0,0,2,0,2,3,0,1,1,45,1,"2","2"
577,"Evidence-Based Practice: An Exploration of the Effectiveness of Voluntary Sector Services for Victims of Community Violence","Dillenburger, Karola; Fargas, Montserrat; Akhonzada, Rym",3,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2008,18,0,0,0,0,1,1,2,3,0,1,1,45,1,"3","2"
578,"Post-Adoption Contact and Openness in Adoptive Parents Minds: Consequences for Childrens Development","Neil, Elsbeth",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,19,0,1,3,2,2,4,12,1,0,1,1,45,1,"1","2"
579,"Chronic Child Abuse: The Characteristics and Careers of Children Caught in the Child Protection System","Devaney, John",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,22,1,1,1,0,0,3,6,1,0,1,1,45,1,"1","2"
580,"High Thresholds and Prevention in Childrens Services: The Impact of Mothers Coping Strategies on Outcome of Child and Parenting ProblemsSix Month Follow-Up","Sheppard, Michael",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,18,1,0,0,1,0,0,2,3,0,1,1,45,1,"1","2"
581,"Leading Practice Improvement in Front Line Child Protection","Wilson, Sandy",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,17,0,0,0,0,0,0,0,4,0,1,1,45,0,"1","2"
582,"Attachment and Coping Strategies in Middle Childhood Children whose Mothers Have a Mental Health Problem: Implications for Social Work Practice","Walsh, Judi; Schofield, Gillian; Harris, Gillian; Vostanis, Panos; Oyebode, Femi; Coulthard, Helen",6,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,18,1,0,0,0,0,0,1,4,0,1,1,45,1,"4+","2"
583,"Beyond Vulnerability: An Ecological Model Approach to Conceptualizing Risk of Sexual Violence against People with Learning Difficulties","Hollomotz, Andrea",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,14,0,0,2,2,1,4,9,1,0,1,1,45,1,"1","2"
584,"Social Work and the Shift from Welfare to Justice","Bradt, Lieve; Bie, Maria Bouverne-De",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,15,3,1,1,0,1,1,7,1,0,1,1,45,1,"2","2"
585,"From Care to Fellowship and Back: Interpretative Repertoires Used by the Social Welfare Workers when Describing their Relationship with Homeless Women","Juhila, Kirsi",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,16,0,1,0,0,0,2,3,3,0,1,1,45,1,"1","2"
586,"(Re) Shaping Social Work: An Australian Case Study","McDonald, Catherine; Chenoweth, Lesley",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,17,1,1,3,1,1,3,10,1,0,1,1,45,1,"2","2"
587,"What (a) Difference a Degree Makes: The Evaluation of the New Social Work Degree in England","Orme, Joan; MacIntyre, Gillian; Green Lister, Pam; Cavanagh, Kate; Crisp, Beth R.; Hussein, Shereen; Manthorpe, Jill; Moriarty, Jo; Sharpe, Endellion; Stevens, Martin",10,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,18,1,4,2,2,4,4,17,1,0,1,1,45,1,"4+","2"
588,"Evidence-Based Practice in Social Work: Lessons from Judgment and Decision-Making Theory","van de Luitgaarden, Guido M. J.",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,18,0,1,4,4,2,4,15,1,0,1,1,45,1,"1","2"
589,"Combining Professional Expertize and Service User Expertize: Negotiating Therapy for Sexually Abused Children","Hill, Andrew",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,19,1,0,1,2,0,0,4,2,0,1,1,45,1,"1","2"
590,"Professional Categorization, Risk Management and Inter-Agency Communication in Public Inquiries into Disastrous Outcomes","Hall, Christopher; Slembrouck, Stef",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,19,0,1,0,1,1,0,3,3,0,1,1,45,1,"2","2"
591,"Retaining Novices to Become Expert Child Protection Practitioners: Creating Career Pathways in Direct Practice","Healy, Karen; Meagher, Gabrielle; Cullin, Joel",3,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,19,2,1,3,3,3,2,14,1,0,1,1,45,1,"3","2"
592,"The Outcomes Research Project: An Exploration of Customary Practice in Australian Health Settings","Shapiro, Margaret; Setterlund, Deborah; Warburton, Jennifer; O'Connor, Ian; Cumming, Sue",5,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,16,1,1,1,0,1,0,4,2,0,1,1,45,1,"4+","2"
593,"Some Critical Perspectives on Social Work and Collectives","Collins, Stewart",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,19,0,1,1,0,0,1,3,3,0,1,1,45,1,"1","2"
594,"Tackling Inequalities in Health: A Global Challenge for Social Work","Bywaters, Paul",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,16,1,0,2,1,1,1,6,1,0,0,1,45,1,"1","1"
595,"Publishing Voice: Training Social Workers in Policy Practice","Weiss-Gal, Idit; Peled, Einat",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,16,0,0,0,0,0,0,0,4,0,0,1,45,0,"2","1"
596,"Developing Inclusive Health and Social Care Policies for Older LGBT Citizens","Concannon, Liam",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,16,0,2,2,0,0,1,5,2,0,0,1,45,1,"1","1"
597,"Identifying Families with Multiple Problems: Perspectives of Practitioners and Managers in Three Nations","Spratt, Trevor; Devaney, John",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,18,0,0,1,1,0,4,6,1,0,0,1,45,1,"2","1"
598,"Identifying Families with Multiple Problems: Possible Responses from Child and Family Social Work to Current Policy Developments","Spratt, Trevor",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,17,2,1,2,2,1,5,13,1,0,0,1,45,1,"1","1"
599,"Ways of Enhancing Hope among Social Workers Working with Adolescents in Residential Treatment Centres","Lipschitz-Elhawi, Racheli",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,16,0,0,0,0,0,0,0,4,0,1,1,45,0,"1","2"
600,"Mental health, risk communication and data quality in the electronic age","Langan, Joan",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,21,1,0,2,1,1,1,6,1,0,1,1,45,1,"1","2"
601,"A Hindrance or a Help? The Contribution of Inspection to the Quality of Care in Homes for Older People","Furness, Sheila",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,18,1,1,0,0,0,1,3,3,0,1,1,45,1,"1","2"
602,"Tensions in the Delivery of Social Work Services in Rural and Remote Scotland","Turbett, Colin",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,16,0,2,0,1,0,0,3,3,0,1,1,45,1,"1","2"
603,"Challenges for Students Working in a Shared Traumatic Reality","Nuttman-Shwartz, Orit; Dekel, Rachel",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,17,0,0,2,4,2,1,9,1,0,1,1,45,1,"2","2"
604,"Emancipating and Empowering De-Valued Skilled Immigrants: What Hope Does Anti-Oppressive Social Work Practice Offer?","Danso, Ransford",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,18,0,3,3,1,1,4,12,1,0,0,1,45,1,"1","1"
605,"The Order of Chaos: Exploring Agency Care Managers' Construction of Social Order within Fragmented Worlds of State Social Work","Carey, Malcolm",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,19,1,0,2,0,0,2,5,2,0,0,1,45,1,"1","1"
606,"A Tale of Two CAFs: The Impact of the Electronic Common Assessment Framework","Pithouse, Andrew; Hall, Christopher; Peckover, Sue; White, Sue",4,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,14,0,3,4,3,4,5,19,1,0,1,1,45,1,"4+","2"
607,"An Exemplary Scheme? An Evaluation of the Integrated Children's System","Shaw, Ian; Bell, Margaret; Sinclair, Ian; Sloper, Patricia; Mitchell, Wendy; Dyson, Paul; Clayden, Jasmine; Rafferty, Jackie",8,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,15,2,6,9,11,5,5,38,1,0,0,1,45,1,"4+","1"
608,"Client Satisfaction and Outcome Comparisons of Online and Face-to-Face Counselling Methods","Murphy, Lawrence; Parnass, Paul; Mitchell, Daniel L.; Hallett, Rebecca; Cayley, Paula; Seagram, Samantha",6,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,14,0,0,3,1,5,1,10,1,0,1,1,45,1,"4+","2"
609,"The Informatization of Welfare: Older People and the Role of Digital Services","Hardey, Michael; Loader, Brian",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,14,0,1,1,0,0,2,4,2,0,0,1,45,1,"2","1"
610,"Attitudes of Family and Professional Care-Givers towards the Use of GPS for Tracking Patients with Dementia: An Exploratory Study","Landau, R.; Werner, S.; Auslander, G. K.; Shoval, N.; Heinik, J.",5,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,23,0,3,3,3,5,2,16,1,0,1,1,45,1,"4+","2"
611,"Knowledge Management in Social Work: Types and Processes of Knowledge Sharing in Social Service Organizations","Leung, Zeno C. S.",1,0,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,17,0,0,0,2,2,2,6,1,0,1,1,45,1,"1","2"
612,"Practitioner Networks: Professional Learning in the Twenty-First Century","LaMendola, Walter; Ballantyne, Neil; Daly, Ellen",3,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,15,0,1,0,1,3,3,8,1,0,1,1,45,1,"3","2"
613,"The Role of Virtual Communities of Practice in Supporting Collaborative Learning among Social Workers","Cook-Craig, Patricia G.; Sabah, Yekoutiel",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,15,0,0,2,1,3,2,8,1,0,1,1,45,1,"2","2"
614,"Social Work and the Changing Face of the Digital Divide","Steyaert, Jan; Gould, Nick",2,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,15,0,0,1,5,4,4,14,1,0,0,1,45,1,"2","1"
615,"Tackling the Digital Divide","Wong, Yu Cheung; Fung, John Yat Chu; Law, Chi Kwong; Lam, Jolie Chi Yee; Lee, Vincent Wan Ping",5,1,"BRITISH JOURNAL OF SOCIAL WORK",18,2009,15,0,0,0,1,2,1,4,2,0,0,1,45,1,"4+","1"
