"","articleID","n_authors","coauthored","journal","hindex","pub_year","year1","year2","year3","year4","year5","total_cites","quartile"
"751",878,4,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,0,0,0,4
"752",879,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,1,0,0,1,4
"753",880,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,0,2,2,3
"754",881,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,1,1,2,1,5,2
"755",882,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,1,0,0,1,2,3
"756",883,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,0,0,0,4
"757",884,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,2,0,1,3,2
"758",885,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,0,0,0,4
"759",886,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,1,0,0,0,0,1,4
"760",887,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,2,0,0,2,2,6,1
"761",888,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,1,0,0,1,4
"762",889,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,1,0,0,1,4
"763",890,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,3,2,2,3,0,10,1
"764",891,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,1,0,0,1,4
"765",892,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,1,0,0,1,2,3
"766",893,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,0,0,0,4
"767",894,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,0,1,1,4
"768",895,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,0,0,0,4
"769",896,3,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,1,0,1,3,0,5,2
"770",897,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,1,0,1,4
"771",898,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,1,0,1,2,3
"772",899,3,1,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,0,0,0,4
"773",900,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,1,0,1,4
"774",901,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2008,0,0,0,0,0,0,4
"775",902,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,1,2,0,3,2
"776",903,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"777",904,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"778",905,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"779",906,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"780",907,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,1,0,0,0,1,4
"781",908,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,1,1,0,0,0,2,3
"782",909,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,1,1,0,4,6,1
"783",910,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,1,0,1,0,0,2,3
"784",911,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"785",912,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,3,0,1,4,2
"786",913,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,1,0,0,0,1,4
"787",914,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,1,0,1,4
"788",915,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"789",916,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"790",917,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"791",918,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"792",919,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"793",920,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,1,0,1,4
"794",921,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"795",922,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"796",923,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,2,0,0,1,3,2
"797",924,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,2,0,1,0,3,2
"798",925,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,1,0,1,2,4,2
"799",926,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,1,0,1,4
"800",927,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,1,1,4
"801",928,4,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,1,0,0,0,0,1,4
"802",929,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,2,1,0,3,2
"803",930,2,1,"CLINICAL SOCIAL WORK JOURNAL",8,2009,2,1,0,0,0,3,2
"804",931,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,0,0,0,0,4
"805",932,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,0,2,0,0,2,3
"806",933,1,0,"CLINICAL SOCIAL WORK JOURNAL",8,2009,0,2,0,0,0,2,3
"807",1025,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,1,0,0,1,4
"808",1026,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,3,1,1,2,7,1
"809",1027,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,1,0,1,2,3
"810",1028,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,3,2,5,2
"811",1029,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"812",1030,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,1,1,2,3
"813",1031,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"814",1032,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,1,1,4
"815",1033,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"816",1034,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,1,1,3,0,5,2
"817",1035,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,2,1,3,2
"818",1036,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,1,0,0,1,4
"819",1037,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,0,0,5,1,7,1
"820",1038,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,1,0,1,0,2,3
"821",1039,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,1,0,1,4
"822",1040,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"823",1041,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"824",1042,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,1,2,4,1,9,1
"825",1043,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,2,2,3
"826",1044,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,2,1,2,1,7,1
"827",1045,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,1,1,4
"828",1046,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,0,0,0,0,1,4
"829",1047,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,5,0,0,5,2
"830",1048,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,1,1,0,2,3
"831",1049,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,3,0,1,3,3,10,1
"832",1050,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,2,1,4,6,14,1
"833",1051,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,2,1,3,2
"834",1052,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,2,1,5,0,9,1
"835",1053,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,1,0,0,0,1,4
"836",1054,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,2,0,1,3,6,1
"837",1055,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"838",1056,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,0,0,0,0,1,4
"839",1057,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,1,3,1,5,2
"840",1058,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,1,2,3,2
"841",1059,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,2,2,0,4,2
"842",1060,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,1,0,1,4
"843",1061,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,3,1,1,5,2
"844",1062,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,2,3,2,1,8,1
"845",1063,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,1,0,1,1,3,2
"846",1064,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"847",1065,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,0,3,1,0,5,2
"848",1066,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,1,1,0,0,3,2
"849",1067,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"850",1068,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"851",1069,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,1,0,1,1,3,2
"852",1070,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"853",1071,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,1,1,2,3
"854",1072,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,2,0,1,3,2
"855",1073,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,1,0,0,1,4
"856",1074,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,1,2,1,4,2
"857",1075,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,0,1,0,1,3,2
"858",1076,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,1,2,1,0,4,2
"859",1077,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,1,0,1,4
"860",1078,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,1,1,3,5,2
"861",1079,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,0,0,0,0,1,4
"862",1080,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,1,0,1,4
"863",1081,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,1,0,1,1,3,6,1
"864",1082,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,1,0,1,0,2,3
"865",1083,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2005,0,0,0,0,0,0,4
"866",1084,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,1,0,0,1,2,3
"867",1085,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"868",1086,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"869",1087,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"870",1088,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,1,0,0,1,2,3
"871",1089,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,3,0,1,1,5,2
"872",1090,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,3,0,1,0,4,2
"873",1091,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,2,0,1,3,2
"874",1092,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,1,0,1,4
"875",1093,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,1,1,2,3
"876",1094,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"877",1095,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"878",1096,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,3,1,4,2
"879",1097,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"880",1098,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,1,0,0,0,1,4
"881",1099,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,2,1,0,0,3,2
"882",1100,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,1,1,0,0,2,3
"883",1101,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"884",1102,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,2,1,1,1,5,2
"885",1103,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,3,0,3,2
"886",1104,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,2,2,3
"887",1105,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,4,7,1,12,1
"888",1106,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,1,0,0,2,1,4,2
"889",1107,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,0,0,1,4
"890",1108,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,1,0,2,0,3,2
"891",1109,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,1,0,0,1,0,2,3
"892",1110,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,1,0,2,3
"893",1111,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"894",1112,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"895",1113,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,1,0,1,1,1,4,2
"896",1114,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"897",1115,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,1,0,0,0,1,4
"898",1116,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,1,1,4
"899",1117,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,0,4,5,2
"900",1118,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,1,0,0,0,1,4
"901",1119,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,0,0,1,4
"902",1120,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"903",1121,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,2,0,0,2,3
"904",1122,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,1,0,0,0,1,2,3
"905",1123,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,1,0,1,4
"906",1124,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,0,1,2,3
"907",1125,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,2,0,0,2,3
"908",1126,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,2,2,5,2
"909",1127,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,1,0,1,0,2,3
"910",1128,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,2,2,0,4,2
"911",1129,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,1,0,1,4
"912",1130,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,2,0,3,2
"913",1131,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,0,0,1,4
"914",1132,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,2,2,2,6,1
"915",1133,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,2,0,3,5,2
"916",1134,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,0,1,2,3
"917",1135,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,2,0,1,3,2
"918",1136,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,1,1,3,2
"919",1137,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,1,0,1,2,3
"920",1138,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,1,0,1,4
"921",1139,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,1,0,0,0,1,4
"922",1140,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,2,0,1,0,3,6,1
"923",1141,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,0,0,4
"924",1142,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,3,0,3,2
"925",1143,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2006,0,0,0,0,1,1,4
"926",1144,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,1,0,0,2,0,3,2
"927",1145,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,1,0,0,0,0,1,4
"928",1146,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,0,0,0,0,4
"929",1147,6,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,0,0,0,0,4
"930",1148,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,1,0,0,0,1,4
"931",1149,3,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,1,0,1,2,1,5,2
"932",1150,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,0,2,1,3,2
"933",1151,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,1,4,0,1,6,1
"934",1152,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,2,1,1,2,6,1
"935",1153,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,0,0,0,0,4
"936",1154,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,1,0,0,1,4
"937",1155,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,2,0,1,3,0,6,1
"938",1156,5,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,0,1,1,2,3
"939",1157,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,1,1,2,1,5,2
"940",1158,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,1,0,0,1,4
"941",1159,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,1,1,5,0,7,1
"942",1160,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,0,1,1,2,3
"943",1161,2,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,1,0,3,4,2
"944",1162,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,1,1,0,2,3
"945",1163,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,2,0,1,1,0,4,2
"946",1164,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,0,1,0,1,4
"947",1165,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,0,1,0,1,2,3
"948",1166,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,1,2,0,0,3,2
"949",1167,4,1,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,0,3,2,0,0,5,2
"950",1168,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,1,0,0,1,0,2,3
"951",1169,1,0,"FAMILIES IN SOCIETY-THE JOURNAL OF CONTEMPORARY SOCIAL SERVICES",9,2007,2,1,1,0,1,5,2
