"","articleID","Title","short.title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015"
"393",393,"The Caregiver role identity scale - A validation study","thecaregiverroleidentityscaleavalidationstudy","Siebert, DC; Siebert, CF","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2005","2005","15","3","","","","204","212","","10.1177/1049731504272779","","","7","0.70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,0
"394",394,"Helping parents reduce children's television viewing","helpingparentsreducechildrenstelevisionviewing","Jason, LA; Fries, M","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2004","2004","14","2","","","","121","131","","10.1177/1049731503257873","","","7","0.64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0
"395",395,"The effects of cross-system collaboration on mental health and substance abuse problems of detained youth","theeffectsofcrosssystemcollaborationonmentalhealthandsubstanceabuseproblemsofdetainedyouth","Jenson, JM; Potter, CC","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2003","2003","13","5","","","","588","607","","10.1177/1049731503253405","","","7","0.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,0
"396",396,"A confirmatory factor analysis of the Professional Opinion Scale: A values assessment instrument","aconfirmatoryfactoranalysisoftheprofessionalopinionscaleavaluesassessmentinstrument","Abbott, AA","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2003","2003","13","5","","","","641","666","","10.1177/1049731503253646","","","7","0.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,0,0
"397",397,"Client satisfaction and perceived helping components of an HIV/AIDS preventive intervention for urban couples","clientsatisfactionandperceivedhelpingcomponentsofanhivaidspreventiveinterventionforurbancouples","Schiff, M; Witte, SS; El-Bassel, N","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 2003","2003","13","4","","","","468","492","","10.1177/1049731503253357","","","7","0.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,1,0
"398",398,"Transforming the working definition of social work into the 21st century","transformingtheworkingdefinitionofsocialworkintothe21stcentury","Ramsay, RF","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2003","2003","13","3","","","","324","338","","10.1177/1049731503251976","","","7","0.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1,0,0
"399",399,"The Foster Parent Potential Scale","thefosterparentpotentialscale","Orme, JG; Buehler, C; McSurdy, M; Rhodes, KW; Cox, ME","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2003","2003","13","2","","","","181","207","","10.1177/1049731502250405","","","7","0.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0
"400",400,"Assessing the effect of family-centered out-of-home care on reunification outcomes","assessingtheeffectoffamilycenteredoutofhomecareonreunificationoutcomes","Lewandowski, CA; Pierce, L","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2002","2002","12","2","","","","205","221","","","10th National Symposium on Dissertation Research in Social Work","MAY   10, 1998","7","0.54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,1,0
"401",401,"Kolb's learning style inventory: Issues of reliability and validity","kolbslearningstyleinventoryissuesofreliabilityandvalidity","Koob, JJ; Funk, J","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2002","2002","12","2","","","","293","308","","","","","7","0.54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,2,0,0
"402",402,"Steering currents for the future of social work","steeringcurrentsforthefutureofsocialwork","Sowers, KM; Ellis, RA","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2001","2001","11","2","","","","245","253","","","","","7","0.50",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0
"403",403,"The Social Work Research Group/NASW Research Section/Council on Social Work Research, 1949-1965: An emerging research identity in the American profession","thesocialworkresearchgroupnaswresearchsectioncouncilonsocialworkresearch19491965anemergingresearchidentityintheamericanprofession","Graham, JR; Al-Krenawi, A; Bradshaw, C","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2000","2000","10","5","","","","622","643","","","","","7","0.47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,1,0
"404",404,"Teaching evidence-based practice in mental health","teachingevidencebasedpracticeinmentalhealth","Bilsker, D; Goldner, EM","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2000","2000","10","5","","","","664","669","","","","","7","0.47",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,1,0,0,0,0
"405",405,"Developing and evaluating a psychoeducation program for caregivers of bipolar affective disorder patients: Report of a pilot project","developingandevaluatingapsychoeducationprogramforcaregiversofbipolaraffectivedisorderpatientsreportofapilotproject","Bland, R; Harrison, C","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2000","2000","10","2","","","","209","228","","","","","7","0.47",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0
"406",406,"Editorial: A decade of Research on Social Work Practice","editorialadecadeofresearchonsocialworkpractice","Thyer, BA","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 2000","2000","10","1","","","","5","8","","","","","7","0.47",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,1,0,0
"407",407,"Establishing individualized goals in a supported education intervention: Program influences on goal-setting and attainment","establishingindividualizedgoalsinasupportededucationinterventionprograminfluencesongoalsettingandattainment","Collins, ME; Mowbray, CT; Bybee, D","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 1999","1999","9","4","","","","483","507","","","3rd Annual Conference of the Society-for-Social-Work-and-Research (SSWR)","JAN 22-24, 1999","7","0.44",0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
"408",408,"Practice guidelines: Rapprochement or estrangement between social work practitioners and researchers","practiceguidelinesrapprochementorestrangementbetweensocialworkpractitionersandresearchers","Wambach, KG; Haynes, DT; White, BW","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 1999","1999","9","3","","","","322","330","","","","","7","0.44",0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"409",409,"Barriers to development, utilization, and evaluation of social work practice guidelines: Toward an action plan for social work","barrierstodevelopmentutilizationandevaluationofsocialworkpracticeguidelinestowardanactionplanforsocialwork","Howard, MO; Jenson, JM","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 1999","1999","9","3","","","","347","364","","","","","7","0.44",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,1,0
"410",410,"The effects of an abstinence-based sex education program on middle school students' knowledge and beliefs","theeffectsofanabstinencebasedsexeducationprogramonmiddleschoolstudentsknowledgeandbeliefs","Arnold, EM; Smith, TE; Harrison, DF; Springer, DW","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1999","1999","9","1","","","","10","24","","","","","7","0.44",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0
"411",411,"Ensuring standards in social work research","ensuringstandardsinsocialworkresearch","Lindsey, D","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1999","1999","9","1","","","","115","120","","","","","7","0.44",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0
"412",412,"The importance of context in understanding homelessness and mental illness: Lessons learned from a research demonstration project","theimportanceofcontextinunderstandinghomelessnessandmentalillnesslessonslearnedfromaresearchdemonstrationproject","Mowbray, CT; Bybee, D","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 1998","1998","8","2","","","","172","199","","10.1177/104973159800800203","","","7","0.41",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,2,0,0,0,0,0,0,0
"413",413,"Exploring the equivalence of factor structure in a measure of depression between black and white women: Measurement issues in comparative research","exploringtheequivalenceoffactorstructureinameasureofdepressionbetweenblackandwhitewomenmeasurementissuesincomparativeresearch","Tran, TV","","","","RESEARCH ON SOCIAL WORK PRACTICE","OCT 1997","1997","7","4","","","","500","517","","10.1177/104973159700700405","","","7","0.39",0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
"414",414,"Evaluating the delivery of a teen pregnancy and parenting program across two settings","evaluatingthedeliveryofateenpregnancyandparentingprogramacrosstwosettings","Fischer, RL","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 1997","1997","7","3","","","","350","369","","","International Conference on the Evaluation of Social Work Practice","SEP 05-07, 1995","7","0.39",0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,2,0
"415",415,"A critical review of randomized field trials of case management for individuals with serious and persistent mental illness","acriticalreviewofrandomizedfieldtrialsofcasemanagementforindividualswithseriousandpersistentmentalillness","Draine, J","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1997","1997","7","1","","","","32","52","","","","","7","0.39",0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"416",416,"Testing the reliability and validity of an interviewing skins evaluation tool for use in practicum","testingthereliabilityandvalidityofaninterviewingskinsevaluationtoolforuseinpracticum","Vourlekis, B; Bembry, J; Hall, G; Rosenblum, P","","","","RESEARCH ON SOCIAL WORK PRACTICE","OCT 1996","1996","6","4","","","","492","503","","10.1177/104973159600600406","","","7","0.37",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0,1,0
"417",417,"SOCIAL-WORK RESEARCH - PRIORITIES AND OBSTACLES","socialworkresearchprioritiesandobstacles","GAMBRILL, E","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 1994","1994","4","3","","","","359","388","","10.1177/104973159400400307","Annual Conference of the Group-for-Advancement-of-Doctoral-Education","OCT   01, 1992","7","0.33",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"418",418,"A DECADE OF SOCIAL GROUP WORK RESEARCH - TRENDS IN METHODOLOGY, THEORY, AND PROGRAM-DEVELOPMENT","adecadeofsocialgroupworkresearchtrendsinmethodologytheoryandprogramdevelopment","TOLMAN, RM; MOLIDOR, CE","","","","RESEARCH ON SOCIAL WORK PRACTICE","APR 1994","1994","4","2","","","","142","159","","10.1177/104973159400400202","","","7","0.33",0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
"419",419,"SOCIAL-WORK-PRACTICE WITH CAREGIVERS OF FRAIL OLDER ADULTS","socialworkpracticewithcaregiversoffrailolderadults","MCCALLION, P; TOSELAND, RW; DIEHL, M","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1994","1994","4","1","","","","64","88","","10.1177/104973159400400106","","","7","0.33",0,0,0,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"420",420,"CONTENT-ANALYSIS IN DESIGN AND DEVELOPMENT","contentanalysisindesignanddevelopment","REID, WJ; BAILEYDEMPSEY, C","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1994","1994","4","1","","","","101","114","","10.1177/104973159400400108","","","7","0.33",0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"421",421,"ESTIMATING THE REDUCTION IN NONRESPONSE BIAS FROM USING A MAIL SURVEY AS A BACKUP FOR NONRESPONDENTS TO A TELEPHONE INTERVIEW SURVEY","estimatingthereductioninnonresponsebiasfromusingamailsurveyasabackupfornonrespondentstoatelephoneinterviewsurvey","BOWEN, GL","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1994","1994","4","1","","","","115","128","","10.1177/104973159400400109","","","7","0.33",0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"422",422,"EVALUATING A BEHAVIORALLY BASED INTERVENTION TO IMPROVE CLIENT RETENTION IN THERAPEUTIC-COMMUNITY TREATMENT FOR DRUG DEPENDENCY","evaluatingabehaviorallybasedinterventiontoimproveclientretentionintherapeuticcommunitytreatmentfordrugdependency","GOLDAPPLE, GC; MONTGOMERY, D","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1993","1993","3","1","","","","21","39","","10.1177/104973159300300102","","","7","0.32",0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0
"423",423,"FROM THE EDITOR-IN-CHIEF OF THE JOURNAL OF SOCIAL-WORK EDUCATION - RESPONSE","fromtheeditorinchiefofthejournalofsocialworkeducationresponse","REAMER, FG","","","","RESEARCH ON SOCIAL WORK PRACTICE","OCT 1992","1992","2","4","","","","501","504","","10.1177/104973159200200408","","","7","0.30",0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"424",424,"THE AFFECTIVE IMPACT OF A CLINICAL SOCIAL-WORKERS INTERVIEWING STYLE - A SERIES OF SINGLE-CASE EXPERIMENTS","theaffectiveimpactofaclinicalsocialworkersinterviewingstyleaseriesofsinglecaseexperiments","NUGENT, WR","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1992","1992","2","1","","","","6","27","","10.1177/104973159200200102","","","7","0.30",0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"425",425,"TRAINING TRAINERS - EVALUATING SERVICES PROVIDED TO CHILDREN WITH HIV AND THEIR FAMILIES","trainingtrainersevaluatingservicesprovidedtochildrenwithhivandtheirfamilies","DEPOY, E; BURKE, JP; SHERWEN, L","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1992","1992","2","1","","","","39","55","","10.1177/104973159200200104","","","7","0.30",0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"426",426,"USING BUG-IN-THE-EAR FEEDBACK IN CLINICAL SUPERVISION - PRELIMINARY EVALUATIONS","usingbugintheearfeedbackinclinicalsupervisionpreliminaryevaluations","GALLANT, JP; THYER, BA; BAILEY, JS","","","","RESEARCH ON SOCIAL WORK PRACTICE","APR 1991","1991","1","2","","","","175","187","","10.1177/104973159100100205","16TH ANNUAL CONVENTION OF THE ASSOC FOR BEHAVIOR ANALYSIS","MAY   28, 1990","7","0.29",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"427",427,"THE INFLUENCE OF SELF-CONCEPT ON CHANGE IN CLIENT BEHAVIORS - A REVIEW","theinfluenceofselfconceptonchangeinclientbehaviorsareview","LITTRELL, J; MAGEL, D","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 1991","1991","1","1","","","","46","67","","10.1177/104973159100100103","","","7","0.29",0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"428",428,"Issues in Differential Response","issuesindifferentialresponse","Hughes, Ronald C.; Rycus, Judith S.; Saunders-Adams, Stacey M.; Hughes, Laura K.; Hughes, Kelli N.","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2013","2013","23","5","","","SI","493","520","","10.1177/1049731512466312","","","6","3.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
"429",429,"Systematically Identifying Relevant Research: Case Study on Child Protection Social Workers' Resilience","systematicallyidentifyingrelevantresearchcasestudyonchildprotectionsocialworkersresilience","McFadden, Paula; Taylor, Brian J.; Campbell, Anne; McQuilkin, Janice","","","","RESEARCH ON SOCIAL WORK PRACTICE","NOV 2012","2012","22","6","","","","626","636","","10.1177/1049731512453209","","","6","2.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"430",430,"Framing Education for a Science of Social Work: Missions, Curriculum, and Doctoral Training","framingeducationforascienceofsocialworkmissionscurriculumanddoctoraltraining","Fong, Rowena","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2012","2012","22","5","","","","529","536","","10.1177/1049731512452977","","","6","2.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"431",431,"New Horizons of Translational Research and Research Translation in Social Work","newhorizonsoftranslationalresearchandresearchtranslationinsocialwork","Palinkas, Lawrence A.; Soydan, Haluk","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 2012","2012","22","1","","","","85","92","","10.1177/1049731511408738","","","6","2.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"432",432,"A Collaboratively Designed Child Mental Health Service Model: Multiple Family Groups for Urban Children with Conduct Difficulties","acollaborativelydesignedchildmentalhealthservicemodelmultiplefamilygroupsforurbanchildrenwithconductdifficulties","McKay, Mary M.; Gopalan, Geetha; Franco, Lydia; Dean-Assael, Kara; Chacko, Anil; Jackson, Jerrold M.; Fuss, Ashley","","","","RESEARCH ON SOCIAL WORK PRACTICE","NOV 2011","2011","21","6","","","","664","674","","10.1177/1049731511406740","","","6","1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
"433",433,"The Development of the Stages of Recovery Scale for Persons With Persistent Mental Illness","thedevelopmentofthestagesofrecoveryscaleforpersonswithpersistentmentalillness","Song, Li-Yu; Hsu, Su-Ting","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2011","2011","21","5","","","","572","581","","10.1177/1049731511402218","","","6","1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"434",434,"Discrimination, Mastery, and Depressive Symptoms Among African American Men","discriminationmasteryanddepressivesymptomsamongafricanamericanmen","Watkins, Daphne C.; Hudson, Darrell L.; Caldwell, Cleopatra Howard; Siefert, Kristine; Jackson, James S.","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2011","2011","21","3","","","","269","277","","10.1177/1049731510385470","","","6","1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0
"435",435,"Correlates of Psychological Distress and Major Depressive Disorder Among African American Men","correlatesofpsychologicaldistressandmajordepressivedisorderamongafricanamericanmen","Lincoln, Karen D.; Taylor, Robert Joseph; Watkins, Daphne C.; Chatters, Linda M.","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2011","2011","21","3","","","","278","288","","10.1177/1049731510386122","","","6","1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
"436",436,"Use of Professional and Informal Support by Black Men With Mental Disorders","useofprofessionalandinformalsupportbyblackmenwithmentaldisorders","Woodward, Amanda Toler; Taylor, Robert Joseph; Chatters, Linda M.","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2011","2011","21","3","","","","328","336","","10.1177/1049731510388668","","","6","1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0
"437",437,"A Meta-Analysis of Interventions to Reduce Adolescent Cannabis Use","ametaanalysisofinterventionstoreduceadolescentcannabisuse","Bender, Kimberly; Tripodi, Stephen J.; Sarteschi, Christy; Vaughn, Michael G.","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2011","2011","21","2","","","","153","164","","10.1177/1049731510380226","","","6","1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0
"438",438,"Interventions to Prevent and Reduce Cyber Abuse of Youth: A Systematic Review","interventionstopreventandreducecyberabuseofyouthasystematicreview","Mishna, Faye; Cook, Charlene; Saini, Michael; Wu, Meng-Jia; MacFadden, Robert","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 2011","2011","21","1","","","","5","14","","10.1177/1049731509351988","","","6","1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0
"439",439,"Effects of Correctional-Based Programs for Female Inmates: A Systematic Review","effectsofcorrectionalbasedprogramsforfemaleinmatesasystematicreview","Tripodi, Stephen J.; Bledsoe, Sarah E.; Kim, Johnny S.; Bender, Kimberly","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 2011","2011","21","1","","","","15","31","","10.1177/1049731509352337","","","6","1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0
"440",440,"Effects of Cognitive Enhancement Therapy on Employment Outcomes in Early Schizophrenia: Results From a 2-Year Randomized Trial","effectsofcognitiveenhancementtherapyonemploymentoutcomesinearlyschizophreniaresultsfroma2yearrandomizedtrial","Eack, Shaun M.; Hogarty, Gerard E.; Greenwald, Deborah P.; Hogarty, Susan S.; Keshavan, Matcheri S.","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 2011","2011","21","1","","","","32","42","","10.1177/1049731509355812","","","6","1.50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
"441",441,"MST With Conduct Disordered Youth in Sweden: Costs and Benefits After 2 Years","mstwithconductdisorderedyouthinswedencostsandbenefitsafter2years","Olsson, Tina M.","","","","RESEARCH ON SOCIAL WORK PRACTICE","NOV 2010","2010","20","6","","","","561","571","","10.1177/1049731509339028","","","6","1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0
"442",442,"Toward Evidence-Informed Policy and Practice in Child Welfare","towardevidenceinformedpolicyandpracticeinchildwelfare","Littell, Julia H.; Shlonsky, Aron","","","","RESEARCH ON SOCIAL WORK PRACTICE","NOV 2010","2010","20","6","","","","723","725","","10.1177/1049731509347886","","","6","1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0
"443",443,"Preventing Childhood Bullying: Findings and Lessons From the Denver Public Schools Trial","preventingchildhoodbullyingfindingsandlessonsfromthedenverpublicschoolstrial","Jenson, Jeffrey M.; Dieterich, William A.; Brisson, Daniel; Bender, Kimberly A.; Powell, Anne","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2010","2010","20","5","","","","509","517","","10.1177/1049731509359186","","","6","1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0
"444",444,"Correlates of Therapeutic Alliance and Treatment Outcomes Among Israeli Female Methadone Patients","correlatesoftherapeuticallianceandtreatmentoutcomesamongisraelifemalemethadonepatients","Schiff, Miriam; Levit, Shabtay","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 2010","2010","20","4","","","","380","390","","10.1177/1049731509347854","","","6","1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0
"445",445,"Child Maltreatment and Delinquency Onset Among African American Adolescent Males","childmaltreatmentanddelinquencyonsetamongafricanamericanadolescentmales","Williams, James Herbert; Van Dorn, Richard A.; Bright, Charlotte Lyn; Jonson-Reid, Melissa; Nebbitt, Von E.","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2010","2010","20","3","","","","253","259","","10.1177/1049731509347865","","","6","1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
"446",446,"Native American Youth and Culturally Sensitive Interventions: A Systematic Review","nativeamericanyouthandculturallysensitiveinterventionsasystematicreview","Jackson, Kelly F.; Hodge, David R.","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAY 2010","2010","20","3","","","","260","270","","10.1177/1049731509347862","","","6","1.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0
"447",447,"Entre Dos Mundos/Between Two Worlds: Youth Violence Prevention for Acculturating Latino Families","entredosmundosbetweentwoworldsyouthviolencepreventionforacculturatinglatinofamilies","Smokowski, Paul R.; Bacallao, Martica","","","","RESEARCH ON SOCIAL WORK PRACTICE","MAR 2009","2009","19","2","","","","165","178","","10.1177/1049731508315989","","","6","1.00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0
"448",448,"Randomized Controlled Trial of Problem-Solving Therapy for Minor Depression in Home Care","randomizedcontrolledtrialofproblemsolvingtherapyforminordepressioninhomecare","Gellis, Zvi D.; McGinty, Jean; Tierney, Lynda; Jordan, Cindy; Burton, Jean; Misener, Elizabeth","","","","RESEARCH ON SOCIAL WORK PRACTICE","NOV 2008","2008","18","6","","","","596","606","","10.1177/1049731507309821","International Practice Research Symposium","JUN 01-02, 2005","6","0.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0
"449",449,"The Florida child welfare Behavior Analysis Services Program","thefloridachildwelfarebehavioranalysisservicesprogram","Stoutimore, Michael R.; Williams, Catherine E.; Neff, Bryon; Foster, Margie","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2008","2008","18","5","","","","367","376","","10.1177/1049731508318654","","","6","0.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0
"450",450,"Behavioral parent training in child welfare: Evaluations of skills acquisition","behavioralparenttraininginchildwelfareevaluationsofskillsacquisition","Van Camp, Carole M.; Vollmer, Timothy R.; Goh, Han-Leong; Whitehouse, Cristina M.; Reyes, Jorge; Montgomery, Jan L.","","","","RESEARCH ON SOCIAL WORK PRACTICE","SEP 2008","2008","18","5","","","","377","391","","10.1177/1049731507314008","","","6","0.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0
"451",451,"Developing evidence-based child protection practice: A view from Germany","developingevidencebasedchildprotectionpracticeaviewfromgermany","Kindler, Heinz","","","","RESEARCH ON SOCIAL WORK PRACTICE","JUL 2008","2008","18","4","","","","319","324","","10.1177/1049731507308997","International Conference on What Works - Modernizing the Knowledge Base of Social Work","NOV 10-12, 2005","6","0.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0
"452",452,"The Evaluation Self-Efficacy Scale for assessing progress toward CSWE accreditation-related objectives: A replication","theevaluationselfefficacyscaleforassessingprogresstowardcsweaccreditationrelatedobjectivesareplication","Holden, Gary; Barker, Kathleen; Rosenberg, Gary; Onghena, Patrick","","","","RESEARCH ON SOCIAL WORK PRACTICE","JAN 2008","2008","18","1","","","","42","46","","10.1177/1049731507303954","","","6","0.86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0
